ID,game_ID,player_ID,inning,plateAppearanceInGame,outcome_code,runsScored,rbis,firstPitchSwing,pitchesSeen,hardContact
"e4a5c4a5-c961-4970-97b3-dd6415d3d419","c548fbaa-424f-41e0-8293-864e3d530adf","60449151-ce4f-42f4-a0da-6e3ce3fc8253",4,7,"K",0,0,"true",4,"true"
"6db14b87-2dc0-4118-8d7a-f3a40f1308d1","c548fbaa-424f-41e0-8293-864e3d530adf","b6466032-b94f-42ef-a35b-6bfc334dc1d5",5,8,"BB",1,0,"true",4,"true"
"dfff947a-bbdc-4895-8298-7864fcaee0f0","c548fbaa-424f-41e0-8293-864e3d530adf","def89156-47ec-42b2-9814-ab47819fe33d",5,9,"OUT",0,0,"true",1,"true"
"9b4079d0-ca81-475f-8ed7-fdb30199e42c","c548fbaa-424f-41e0-8293-864e3d530adf","b6b5e8a5-95bd-495c-8af2-e481fa22d8f4",5,1,"BB",0,0,"true",5,"true"
"cb295242-8bba-4f32-9818-9a78934ee97b","c548fbaa-424f-41e0-8293-864e3d530adf","55f12045-d7fc-4a0f-824b-95e8b8ddc0b7",5,2,"OUT",0,0,"true",2,"true"
"04b3bba1-67ab-427d-8819-215e73b42cf1","c548fbaa-424f-41e0-8293-864e3d530adf","c3d7614c-0a42-415c-8055-f1f46f1577ad",5,3,"K",0,0,"true",6,"true"
"85eb6410-5208-4b05-8e6f-6b8c7218a8e2","c548fbaa-424f-41e0-8293-864e3d530adf","88d4a086-36ee-4724-80c6-1d89d576e875",5,4,"BB",0,0,"true",4,"true"
"96aed05d-794b-4f97-8cca-e3f5703f4d0e","c548fbaa-424f-41e0-8293-864e3d530adf","604162f0-41a5-41d4-bb78-a9b0a2c1bc19",5,5,"K",0,0,"true",3,"true"
"8b9be3c6-0c12-4b2a-82b7-98a657e690e1","c548fbaa-424f-41e0-8293-864e3d530adf","7e6bfd1a-164f-4266-ad06-4f68294aaede",6,6,"HBP",0,0,"true",2,"true"
"3f673dd6-73ad-4747-91a3-72aba8199b1b","c548fbaa-424f-41e0-8293-864e3d530adf","60449151-ce4f-42f4-a0da-6e3ce3fc8253",6,7,"K",0,0,"true",4,"true"
"d4862e81-9b75-4a9a-a5c5-12f80246317b","c548fbaa-424f-41e0-8293-864e3d530adf","b6466032-b94f-42ef-a35b-6bfc334dc1d5",6,8,"HBP",0,0,"true",3,"true"
"1954e2c1-b658-43c5-ad2f-2a5716392a0c","c548fbaa-424f-41e0-8293-864e3d530adf","def89156-47ec-42b2-9814-ab47819fe33d",6,9,"OUT",0,0,"true",5,"true"
"3b29b01e-49ef-4113-9941-8bb637de5419","c548fbaa-424f-41e0-8293-864e3d530adf","b6b5e8a5-95bd-495c-8af2-e481fa22d8f4",6,1,"OUT",0,0,"true",3,"true"
